Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
P158_2_B3299B,Beyers Naude Dr (M5) I/C: Beyers Naude Dr (M5) SB Overpass,Bridge,Bridge,11/29/2011,2,P158,5.56,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,2.00,750.00,L,1500.00,2,4,4,267.00,1
P158_2_B3299B,Beyers Naude Dr (M5) I/C: Beyers Naude Dr (M5) SB Overpass,Bridge,Bridge,11/29/2011,2,P158,5.56,6/30/2022,11. Parapet, 458. New/repair steel railing,S3,2.00,3100.00,m,6200.00,2,4,4,65.00,3
P158_2_B3299B,Beyers Naude Dr (M5) I/C: Beyers Naude Dr (M5) SB Overpass,Bridge,Bridge,11/29/2011,2,P158,5.56,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P4,10.00,750.00,L,7500.00,2,4,4,53.00,3
P158_2_B3300,Elandsdrif Rd Overpass,Bridge,Bridge,11/29/2011,2,P158,7.75,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),BU,18.00,630.00,No,11340.00,4,4,16,141.00,1
P158_2_B3300,Elandsdrif Rd Overpass,Bridge,Bridge,11/29/2011,2,P158,7.75,6/30/2022,20. Decks and Slabs, 120. Seal cracks,AS,5.00,750.00,m,3750.00,1,1,4,107.00,2
P158_2_B3300,Elandsdrif Rd Overpass,Bridge,Bridge,11/29/2011,2,P158,7.75,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S2,8.00,750.00,L,6000.00,2,4,4,67.00,3
P158_2_B3300,Elandsdrif Rd Overpass,Bridge,Bridge,11/29/2011,2,P158,7.75,6/30/2022,11. Parapet, 458. New/repair steel railing,S3,6.00,3100.00,m,18600.00,3,4,9,48.00,3
P158_2_B3300,Elandsdrif Rd Overpass,Bridge,Bridge,11/29/2011,2,P158,7.75,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,6.00,750.00,L,4500.00,1,1,9,200.00,1
P158_2_B3300,Elandsdrif Rd Overpass,Bridge,Bridge,11/29/2011,2,P158,7.75,6/30/2022,10. Kerbs / Sidewalks, 118. Repair spall (including honeycombing),S3,3.00,750.00,L,2250.00,1,1,1,44.00,3
P158_2_B3300,Elandsdrif Rd Overpass,Bridge,Bridge,11/29/2011,2,P158,7.75,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,BU,50.00,80.00,m2,4000.00,2,4,1,25.00,3
P158_2_B3300,Elandsdrif Rd Overpass,Bridge,Bridge,11/29/2011,2,P158,7.75,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,60.00,950.00,m,57000.00,4,4,16,28.00,3
P158_2_B3300,Elandsdrif Rd Overpass,Bridge,Bridge,11/29/2011,2,P158,7.75,6/30/2022,08. Surfacing, 207. Clear debris,BU,3.00,750.00,m3,2250.00,1,1,4,178.00,1
P158_2_B3301A,Sunset Drive Underpass (N14EB),Bridge,Bridge,11/29/2011,2,P158,9.15,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",U2,10.00,630.00,m,6300.00,4,4,9,143.00,1
P158_2_B3301B,Sunset Drive Underpass (N14WB),Bridge,Bridge,11/29/2011,2,P158,9.16,6/30/2022,08. Surfacing, 502. Resurface or patch,S1,1.00,950.00,m2,950.00,3,4,4,421.00,1
P158_2_B3301B,Sunset Drive Underpass (N14WB),Bridge,Bridge,11/29/2011,2,P158,9.16,6/30/2022,08. Surfacing, 207. Clear debris,U1,2.00,750.00,m3,1500.00,1,1,4,267.00,1
P158_2_B3301B,Sunset Drive Underpass (N14WB),Bridge,Bridge,11/29/2011,2,P158,9.16,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,BU,40.00,80.00,m2,3200.00,1,1,1,31.00,3
P158_2_B3301B,Sunset Drive Underpass (N14WB),Bridge,Bridge,11/29/2011,2,P158,9.16,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U1,8.00,950.00,m,7600.00,2,4,4,53.00,3
P158_2_B3301B,Sunset Drive Underpass (N14WB),Bridge,Bridge,11/29/2011,2,P158,9.16,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U2,3.00,750.00,L,2250.00,2,4,4,178.00,1
P158_2_B3302,Jukskei Arch Bridge,Bridge,Bridge,11/29/2011,2,P158,10.70,6/30/2022,03. Waterway, 405. Remove trees (girth > 500 mm),S1,1.00,3100.00,No,3100.00,2,4,4,129.00,2
P158_2_B3302,Jukskei Arch Bridge,Bridge,Bridge,11/29/2011,2,P158,10.70,6/30/2022,06. Abutments, 120. Seal cracks,U2,4.00,750.00,m,3000.00,2,4,4,133.00,1
P158_2_B3303A,Nooitgedacht Farm Road Underpass (N14 EB),Bridge,Bridge,11/29/2011,2,P158,12.65,6/30/2022,04. Approach Embankment Protection Works, 157. Mass concrete backfill,U1,1.00,5500.00,m3,5500.00,1,1,1,18.00,3
P158_2_B3303B,Nooitgedacht Farm Road Underpass (N14 WB),Bridge,Bridge,11/29/2011,2,P158,12.64,6/30/2022,04. Approach Embankment Protection Works, 157. Mass concrete backfill,U1,1.00,5500.00,m3,5500.00,1,1,1,18.00,3
P158_2_B3305,Road D1027 Overpass,Bridge,Bridge,11/29/2011,2,P158,15.52,6/30/2022,13. Pier Foundations, 118. Repair spall (including honeycombing),P2,10.00,750.00,L,7500.00,2,4,1,13.00,3
P158_2_B3305,Road D1027 Overpass,Bridge,Bridge,11/29/2011,2,P158,15.52,6/30/2022,20. Decks and Slabs, 101. Apply protective coating,"S1,S4",24.00,480.00,m2,11520.00,2,4,1,9.00,3
P158_2_B3305,Road D1027 Overpass,Bridge,Bridge,11/29/2011,2,P158,15.52,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),AP,30.00,750.00,L,22500.00,1,1,1,4.00,3
P158_2_B3305,Road D1027 Overpass,Bridge,Bridge,11/29/2011,2,P158,15.52,6/30/2022,11. Parapet, 454. New endblocks,AS,1.00,15350.00,No,15350.00,2,4,1,7.00,3
P158_2_B3305,Road D1027 Overpass,Bridge,Bridge,11/29/2011,2,P158,15.52,6/30/2022,10. Kerbs / Sidewalks, 101. Apply protective coating,U2,20.00,480.00,m2,9600.00,1,1,1,10.00,3
P158_2_B3305,Road D1027 Overpass,Bridge,Bridge,11/29/2011,2,P158,15.52,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U2,3.00,750.00,L,2250.00,1,1,1,44.00,3
P158_2_B3305,Road D1027 Overpass,Bridge,Bridge,11/29/2011,2,P158,15.52,6/30/2022,17. Expansion Joints, 315. Replace glands of claw joint,BU,12.00,2290.00,m,27480.00,3,4,9,33.00,3
P66_1_B3346,R55 Ic Ramp Bridge,Bridge,Bridge,11/25/2011,1,P66,34.50,6/30/2022,03. Waterway, 156. Gabion (mattresses and boxes),S4,5.00,3100.00,m3,15500.00,3,4,4,26.00,3
P66_1_B3346,R55 Ic Ramp Bridge,Bridge,Bridge,11/25/2011,1,P66,34.50,6/30/2022,11. Parapet, 458. New/repair steel railing,S3,4.00,3100.00,m,12400.00,4,4,4,32.00,3
P66_1_B3346,R55 Ic Ramp Bridge,Bridge,Bridge,11/25/2011,1,P66,34.50,6/30/2022,15. Bearings," 253. Refurbish (corrosion protection, anchor bolts, etc)",BU,2.00,4640.00,No,9280.00,2,4,4,43.00,3
P66_1_B3346,R55 Ic Ramp Bridge,Bridge,Bridge,11/25/2011,1,P66,34.50,6/30/2022,17. Expansion Joints, 305. New 80mm claw,U2,14.00,15350.00,m,214900.00,3,4,4,2.00,3
P66_1_B3346,R55 Ic Ramp Bridge,Bridge,Bridge,11/25/2011,1,P66,34.50,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,1,9.00,3
P158_2_B3513,Access Road Overpass,Bridge,Bridge,11/24/2011,2,P158,22.17,6/30/2022,16. Support Drainage, 205. Clear blocked drainage,BU,5.00,750.00,No,3750.00,1,1,4,107.00,2
P158_2_B3513,Access Road Overpass,Bridge,Bridge,11/24/2011,2,P158,22.17,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,4,37.00,3
P158_2_B3513,Access Road Overpass,Bridge,Bridge,11/24/2011,2,P158,22.17,6/30/2022,17. Expansion Joints, 315. Replace glands of claw joint,U1,12.00,2290.00,m,27480.00,2,4,4,15.00,3
P158_2_B3513,Access Road Overpass,Bridge,Bridge,11/24/2011,2,P158,22.17,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U2,3.00,750.00,L,2250.00,1,1,1,44.00,3
P158_2_B3513,Access Road Overpass,Bridge,Bridge,11/24/2011,2,P158,22.17,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",U2,50.00,630.00,m,31500.00,3,4,9,29.00,3
P158_2_B3513,Access Road Overpass,Bridge,Bridge,11/24/2011,2,P158,22.17,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U1,100.00,950.00,m,95000.00,3,4,9,9.00,3
P158_2_B3513,Access Road Overpass,Bridge,Bridge,11/24/2011,2,P158,22.17,6/30/2022,17. Expansion Joints, 315. Replace glands of claw joint,U2,12.00,2290.00,m,27480.00,2,4,4,15.00,3
P158_2_B3513,Access Road Overpass,Bridge,Bridge,11/24/2011,2,P158,22.17,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,20.00,3100.00,m,62000.00,4,4,16,26.00,3
P158_2_B3514,R114 Overpass,Bridge,Bridge,11/24/2011,2,P158,22.60,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,10.00,750.00,L,7500.00,1,1,1,13.00,3
P158_2_B3514,R114 Overpass,Bridge,Bridge,11/24/2011,2,P158,22.60,6/30/2022,16. Support Drainage, 205. Clear blocked drainage,BU,12.00,750.00,No,9000.00,2,4,4,44.00,3
P158_2_B3514,R114 Overpass,Bridge,Bridge,11/24/2011,2,P158,22.60,6/30/2022,17. Expansion Joints, 315. Replace glands of claw joint,BU,24.00,2290.00,m,54960.00,1,1,0,0.00,3
P158_2_B3515A,Diepsloot I/C Bridge B,Bridge,Bridge,11/24/2011,2,P158,26.40,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,200.00,3100.00,m,620000.00,4,4,9,1.00,3
P158_2_B3515B,Diepsloot I/C Bridge A,Bridge,Bridge,11/24/2011,14E,N014,26.30,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,BU,24.00,340.00,m,8160.00,1,1,4,49.00,3
P158_2_B3515B,Diepsloot I/C Bridge A,Bridge,Bridge,11/24/2011,14E,N014,26.30,6/30/2022,20. Decks and Slabs, 101. Apply protective coating,S3,60.00,480.00,m2,28800.00,1,1,1,3.00,3
P158_2_B3515B,Diepsloot I/C Bridge A,Bridge,Bridge,11/24/2011,14E,N014,26.30,6/30/2022,16. Support Drainage, 205. Clear blocked drainage,BU,12.00,750.00,No,9000.00,1,1,1,11.00,3
P158_2_B3515B,Diepsloot I/C Bridge A,Bridge,Bridge,11/24/2011,14E,N014,26.30,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,AP,18.00,150.00,m2,2700.00,1,1,1,37.00,3
P158_2_B3515B,Diepsloot I/C Bridge A,Bridge,Bridge,11/24/2011,14E,N014,26.30,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,200.00,3100.00,m,620000.00,4,4,16,3.00,3
P158_2_B3517,Knoppieslaagte Road Overpass,Bridge,Bridge,11/25/2011,2,P158,29.90,6/30/2022,17. Expansion Joints, 315. Replace glands of claw joint,BU,24.00,2290.00,m,54960.00,2,4,4,7.00,3
P158_2_B5551,Total Petroport Pedestrian Bridge,Bridge,Bridge,12/1/2011,2,P158,17.02,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,BU,18.00,480.00,m2,8640.00,1,1,1,12.00,3
P158_2_B5551,Total Petroport Pedestrian Bridge,Bridge,Bridge,12/1/2011,2,P158,17.02,6/30/2022,11. Parapet, 459. Paint steel rails,AS,8.20,750.00,m2,6150.00,1,1,1,16.00,3
P158_2_B5551,Total Petroport Pedestrian Bridge,Bridge,Bridge,12/1/2011,2,P158,17.02,6/30/2022,20. Decks and Slabs," 558. Structural steel - replace bolts, washers etc",S7,1.00,480.00,No,480.00,3,4,1,208.00,1
P158_2_C23,Crocodile River Tributary 3,Major Culvert,Culvert Major,11/30/2011,2,P158,7.20,6/30/2022,05. Waterway, 404. Remove trees (girth < 500 mm),E2,3.00,750.00,No,2250.00,1,1,1,44.00,3
P158_2_C23,Crocodile River Tributary 3,Major Culvert,Culvert Major,11/30/2011,2,P158,7.20,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),C1,200.00,750.00,L,150000.00,3,4,1,1.00,3
P158_2_B3345A,R55 Ic Bridge A,Bridge,Bridge,11/25/2011,2,P158,34.70,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,U1,15.00,480.00,m2,7200.00,1,1,1,14.00,3
P158_2_B3345A,R55 Ic Bridge A,Bridge,Bridge,11/25/2011,2,P158,34.70,6/30/2022,11. Parapet, 458. New/repair steel railing,S2,2.00,3100.00,m,6200.00,4,4,1,16.00,3
P158_2_B3345A,R55 Ic Bridge A,Bridge,Bridge,11/25/2011,2,P158,34.70,6/30/2022,15. Bearings, 255. Replace - elastomeric,U1,1.00,4640.00,No,4640.00,1,1,1,22.00,3
P158_2_B3345A,R55 Ic Bridge A,Bridge,Bridge,11/25/2011,2,P158,34.70,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,1,9.00,3
P158_2_B3345B,R55 Ic Bridge B,Bridge,Bridge,11/25/2011,2,P158,34.70,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,U1,15.00,480.00,m2,7200.00,1,1,1,14.00,3
P158_2_B3345B,R55 Ic Bridge B,Bridge,Bridge,11/25/2011,2,P158,34.70,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,1,9.00,3
P158_2_B3345B,R55 Ic Bridge B,Bridge,Bridge,11/25/2011,2,P158,34.70,6/30/2022,15. Bearings," 253. Refurbish (corrosion protection, anchor bolts, etc)",U1,1.00,4640.00,No,4640.00,1,1,1,22.00,3
P158_2_B3345B,R55 Ic Bridge B,Bridge,Bridge,11/25/2011,2,P158,34.70,6/30/2022,11. Parapet, 458. New/repair steel railing,S4,2.00,3100.00,m,6200.00,4,4,1,16.00,3
P66_1_B3347A,R55 I/C Ramp Bridge,Bridge,Bridge,11/25/2011,1,P66,34.70,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U1,16.00,950.00,m,15200.00,1,1,4,26.00,3
P66_1_B3347A,R55 I/C Ramp Bridge,Bridge,Bridge,11/25/2011,1,P66,34.70,6/30/2022,11. Parapet, 458. New/repair steel railing,S3,14.00,3100.00,m,43400.00,4,4,16,37.00,3
P66_1_B3347B,R55 Ic Ramp Bridge B,Bridge,Bridge,11/25/2011,1,P66,34.70,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,4.00,3100.00,m,12400.00,4,4,4,32.00,3
P66_1_B3347B,R55 Ic Ramp Bridge B,Bridge,Bridge,11/25/2011,1,P66,34.70,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,0,0.00,3
P158_2_B3422A,Olievenhoutbos Subway A,Bridge,Bridge,11/25/2011,2,P158,36.20,6/30/2022,01. Approach Embankment, 155. Earth backfill,U1,1.00,630.00,m3,630.00,1,1,1,159.00,1
P158_2_B3422A,Olievenhoutbos Subway A,Bridge,Bridge,11/25/2011,2,P158,36.20,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,20.00,750.00,L,15000.00,1,1,1,7.00,3
P158_2_B3422A,Olievenhoutbos Subway A,Bridge,Bridge,11/25/2011,2,P158,36.20,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,46.00,3100.00,m,142600.00,3,4,1,1.00,3
P158_2_B3422A,Olievenhoutbos Subway A,Bridge,Bridge,11/25/2011,2,P158,36.20,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,AP,48.00,150.00,m2,7200.00,1,1,0,0.00,3
P158_2_B3422A,Olievenhoutbos Subway A,Bridge,Bridge,11/25/2011,2,P158,36.20,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,4,37.00,3
P158_2_B3422B,Olievenhoutbos Subway B,Bridge,Bridge,11/25/2011,2,P158,36.20,6/30/2022,04. Approach Embankment Protection Works, 155. Earth backfill,BU,4.00,630.00,m3,2520.00,1,1,1,40.00,3
P158_2_B3422B,Olievenhoutbos Subway B,Bridge,Bridge,11/25/2011,2,P158,36.20,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,4,37.00,3
P158_2_B3422B,Olievenhoutbos Subway B,Bridge,Bridge,11/25/2011,2,P158,36.20,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,BU,50.00,480.00,m2,24000.00,1,1,1,4.00,3
P158_2_B3422B,Olievenhoutbos Subway B,Bridge,Bridge,11/25/2011,2,P158,36.20,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,3.00,3100.00,No,9300.00,1,1,1,11.00,3
P158_2_B3348,Rooihuiskraal Overpass,Bridge,Bridge,11/25/2011,2,P158,38.60,6/30/2022,09. Superstructure Drainage, 206. Clear channel,S1,2.00,150.00,m,300.00,1,1,1,333.00,1
P158_2_B3348,Rooihuiskraal Overpass,Bridge,Bridge,11/25/2011,2,P158,38.60,6/30/2022,10. Kerbs / Sidewalks," 614. Repair sidewalk surface (blocks, screed etc)",BU,3.00,750.00,m2,2250.00,3,4,1,44.00,3
P158_2_B3348,Rooihuiskraal Overpass,Bridge,Bridge,11/25/2011,2,P158,38.60,6/30/2022,10. Kerbs / Sidewalks," 614. Repair sidewalk surface (blocks, screed etc)",U1,2.00,750.00,m2,1500.00,2,4,1,67.00,3
P158_2_B3348,Rooihuiskraal Overpass,Bridge,Bridge,11/25/2011,2,P158,38.60,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,10.00,750.00,L,7500.00,1,1,4,53.00,3
P158_2_B3348,Rooihuiskraal Overpass,Bridge,Bridge,11/25/2011,2,P158,38.60,6/30/2022,11. Parapet, 458. New/repair steel railing,S1,2.00,3100.00,m,6200.00,4,4,4,65.00,3
P158_2_B3348,Rooihuiskraal Overpass,Bridge,Bridge,11/25/2011,2,P158,38.60,6/30/2022,16. Support Drainage, 205. Clear blocked drainage,BU,4.00,750.00,No,3000.00,1,1,4,133.00,1
P158_2_B3348,Rooihuiskraal Overpass,Bridge,Bridge,11/25/2011,2,P158,38.60,6/30/2022,17. Expansion Joints, 315. Replace glands of claw joint,U2,24.00,2290.00,m,54960.00,3,4,1,2.00,3
P158_2_B3518,Monument Drive Overpass,Bridge,Bridge,11/25/2011,2,P158,32.80,6/30/2022,17. Expansion Joints, 304. New 40mm claw,BU,24.00,15350.00,m,368400.00,2,4,4,1.00,3
P158_2_B3518,Monument Drive Overpass,Bridge,Bridge,11/25/2011,2,P158,32.80,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,1,9.00,3
P158_2_B3518,Monument Drive Overpass,Bridge,Bridge,11/25/2011,2,P158,32.80,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BU,4.00,7640.00,No,30560.00,1,1,1,3.00,3
P158_2_B3518,Monument Drive Overpass,Bridge,Bridge,11/25/2011,2,P158,32.80,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",U2,10.00,630.00,m,6300.00,1,1,0,0.00,3
P158_2_B3518,Monument Drive Overpass,Bridge,Bridge,11/25/2011,2,P158,32.80,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P3,3.00,750.00,L,2250.00,1,1,1,44.00,3
P158_2_B3518,Monument Drive Overpass,Bridge,Bridge,11/25/2011,2,P158,32.80,6/30/2022,16. Support Drainage, 205. Clear blocked drainage,U2,14.00,750.00,No,10500.00,4,4,4,38.00,3
P158_2_B3344,Old Johannesburg Road,Bridge,Bridge,11/25/2011,2,P158,40.70,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S3,22.00,750.00,L,16500.00,4,4,9,55.00,3
P158_2_B3344,Old Johannesburg Road,Bridge,Bridge,11/25/2011,2,P158,40.70,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U1,2.00,3100.00,No,6200.00,1,1,1,16.00,3
P158_2_B3344,Old Johannesburg Road,Bridge,Bridge,11/25/2011,2,P158,40.70,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,10.00,3100.00,m,31000.00,3,4,4,13.00,3
P158_2_B3344,Old Johannesburg Road,Bridge,Bridge,11/25/2011,2,P158,40.70,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,10.00,750.00,L,7500.00,1,1,4,53.00,3
P158_2_B3344,Old Johannesburg Road,Bridge,Bridge,11/25/2011,2,P158,40.70,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P3,4.00,750.00,L,3000.00,3,4,4,133.00,1
P158_2_B3344,Old Johannesburg Road,Bridge,Bridge,11/25/2011,2,P158,40.70,6/30/2022,17. Expansion Joints, 315. Replace glands of claw joint,"P1,P3",28.00,2290.00,m,64120.00,2,4,1,2.00,3
P158_2_IDC0001,Honeydew I/C Ramp,Major Culvert,Culvert Major,11/30/2011,2,P158,5.89,6/30/2022,05. Waterway, 152. Backfill scour damage (mass concrete),E2,0.00,7640.00,m3,0.00,2,4,0,9999999.00,1
P158_2_IDC0007,Local Access Road,Major Culvert,Culvert Major,12/1/2011,2,P158,11.50,6/30/2022,04. Embankment/s, 159. Stone pitching,E2,30.00,950.00,m2,28500.00,3,4,1,4.00,3
P158_2_IDC0010,South Access at Jukskei River,Major Culvert,Culvert Major,12/1/2011,2,P158,18.34,6/30/2022,08. Guardrails, 455. New guardrail (single and double),C1,30.00,950.00,m,28500.00,4,4,0,0.00,3
P158_2_IDC0010,South Access at Jukskei River,Major Culvert,Culvert Major,12/1/2011,2,P158,18.34,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",E1,4.00,630.00,m,2520.00,1,1,0,0.00,3
P158_2_IDC0011,Riversfield Road Access,Major Culvert,Culvert Major,12/1/2011,2,P158,18.94,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),C1,20.00,750.00,L,15000.00,3,4,1,7.00,3
P158_2_C3516,Swartbooispruit,Major Culvert,Culvert Major,12/1/2011,2,P158,28.29,6/30/2022,05. Waterway, 404. Remove trees (girth < 500 mm),E2,1.00,750.00,No,750.00,1,1,0,0.00,3
P66_1_IDC0020,Mona Voni I/C Culvert 3,Major Culvert,Culvert Major,1/17/2012,14E,N014,35.17,6/30/2022,05. Waterway, 209. Clear siltation,AC,500.00,630.00,m3,315000.00,4,4,9,3.00,3
P158_2_IDC0021,Rietspruit Tributary,Major Culvert,Culvert Major,12/1/2011,2,P158,33.99,6/30/2022,04. Embankment/s, 157. Mass concrete backfill,E1,15.00,5500.00,m3,82500.00,4,4,4,5.00,3
P158_2_IDC0021,Rietspruit Tributary,Major Culvert,Culvert Major,12/1/2011,2,P158,33.99,6/30/2022,08. Guardrails, 455. New guardrail (single and double),E1,10.00,950.00,m,9500.00,1,1,0,0.00,3
P158_2_IDC0021,Rietspruit Tributary,Major Culvert,Culvert Major,12/1/2011,2,P158,33.99,6/30/2022,04. Embankment/s, 362. Replace inlet/outlet structures,E1,1.00,9190.00,No,9190.00,4,4,4,44.00,3
P158_2_IDC0021,Rietspruit Tributary,Major Culvert,Culvert Major,12/1/2011,2,P158,33.99,6/30/2022,04. Embankment/s, 155. Earth backfill,E1,30.00,630.00,m3,18900.00,4,4,4,21.00,3
P158_2_IDC0021,Rietspruit Tributary,Major Culvert,Culvert Major,12/1/2011,2,P158,33.99,6/30/2022,05. Waterway, 207. Clear debris,BE,15.00,750.00,m3,11250.00,4,4,4,36.00,3
P158_2_IDC0021,Rietspruit Tributary,Major Culvert,Culvert Major,12/1/2011,2,P158,33.99,6/30/2022,04. Embankment/s, 156. Gabion (mattresses and boxes),E1,30.00,3100.00,m3,93000.00,4,4,4,4.00,3
P158_2_B2947B,Crocodile River Bridge B (WB),Bridge,Bridge,11/23/2011,2,P158,3.03,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,8.00,950.00,m,7600.00,3,4,4,53.00,3
P158_2_B2947B,Crocodile River Bridge B (WB),Bridge,Bridge,11/23/2011,2,P158,3.03,6/30/2022,06. Abutments, 120. Seal cracks,BU,10.00,750.00,m,7500.00,2,4,4,53.00,3
P158_2_B2947B,Crocodile River Bridge B (WB),Bridge,Bridge,11/23/2011,2,P158,3.03,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S2,2.00,750.00,L,1500.00,1,1,1,67.00,3
P158_2_B2947B,Crocodile River Bridge B (WB),Bridge,Bridge,11/23/2011,2,P158,3.03,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,5.00,750.00,L,0.00,0,0,1,9999999.00,1
P158_2_B3298B,Driefontein Farm Access Underpass (N014WB),Bridge,Bridge,11/23/2011,2,P158,3.94,6/30/2022,11. Parapet, 458. New/repair steel railing,S2,1.00,3100.00,m,3100.00,1,1,16,516.00,1
P158_2_B3298B,Driefontein Farm Access Underpass (N014WB),Bridge,Bridge,11/23/2011,2,P158,3.94,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S2,4.00,750.00,m,3000.00,2,4,4,133.00,1
P158_2_B3298B,Driefontein Farm Access Underpass (N014WB),Bridge,Bridge,11/23/2011,2,P158,3.94,6/30/2022,11. Parapet, 454. New endblocks,AS,1.00,15350.00,No,15350.00,4,4,16,104.00,2
P158_2_B3298B,Driefontein Farm Access Underpass (N014WB),Bridge,Bridge,11/23/2011,2,P158,3.94,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,2.00,750.00,L,1500.00,1,1,16,1067.00,1
P158_2_B3512B,Jukskei River Bridge B (N014WB),Bridge,Bridge,11/29/2011,2,P158,18.45,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U2,44.00,950.00,m,41800.00,4,4,9,22.00,3
D1322_01N_B3161,D1322 over R.W.B. Pipes,Bridge,Bridge,1/1/2000,,D1322,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,30.00,950.00,m,28500.00,4,4,16,56.00,3
D1322_01N_B3161,D1322 over R.W.B. Pipes,Bridge,Bridge,1/1/2000,,D1322,,6/30/2022,02. Guardrail, 953. Ad-hoc item (describe under Remarks),U2,3.00,1080.00,No,3240.00,1,1,16,494.00,1
D1322_01N_B3161,D1322 over R.W.B. Pipes,Bridge,Bridge,1/1/2000,,D1322,,6/30/2022,06. Abutments, 103. Clean concrete surface,U1,20.00,150.00,m2,3000.00,1,1,1,33.00,3
D1322_01N_B3161,D1322 over R.W.B. Pipes,Bridge,Bridge,1/1/2000,,D1322,,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U2,0.50,750.00,L,0.00,0,0,1,9999999.00,1
D1322_01N_B3161,D1322 over R.W.B. Pipes,Bridge,Bridge,1/1/2000,,D1322,,6/30/2022,10. Kerbs / Sidewalks," 614. Repair sidewalk surface (blocks, screed etc)",U2,1.00,750.00,m2,750.00,1,1,1,133.00,1
